Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
103613,NaN,Freshman,3.649,2.75,Ideation,Advanced,5,TRUE,21.03,4,Allowed_With_Citation,1,4,76.01,Low
106217,STEM,Sophomore,3.217,12.67,Summarizing_Reading,Beginner,2,FALSE,8.1,4,Allowed_With_Citation,4,NaN,NaN,Low
141101,Arts,Senior,3.326,NaN,Ideation,Intermediate,1,FALSE,8.42,2,Strict_Ban,5,3.673,60.46,Medium
107760,STEM,Junior,3.413,2.22,NaN,Advanced,5,FALSE,3.99,NaN,Strict_Ban,3,3.405,91.15,Medium
117110,Arts,Junior,3.355,5.21,Copywriting/Drafting,Beginner,2,TRUE,5.14,2,Strict_Ban,1,3.342,53.92,NaN
111367,Humanities,Sophomore,2.671,6.14,Copywriting/Drafting,Beginner,3,FALSE,12.28,4,Allowed_With_Citation,8,2.988,72.82,Medium
148527,STEM,Freshman,2.654,8.12,Copywriting/Drafting,Beginner,2,FALSE,17.39,2,Actively_Encouraged,4,2.557,72.97,Medium
100577,STEM,Sophomore,2.423,33.38,Debugging/Troubleshooting,Beginner,NaN,TRUE,15.5,9,Strict_Ban,10,NaN,71,High
121896,NaN,Freshman,3.507,4.51,Copywriting/Drafting,Beginner,2,TRUE,NaN,2,Allowed_With_Citation,6,3.681,96.42,Low
127764,STEM,Junior,3.783,8.15,Debugging/Troubleshooting,Beginner,2,FALSE,3.82,1,Strict_Ban,2,NaN,77.01,Low
149207,Humanities,Junior,3.031,5.39,Copywriting/Drafting,Intermediate,4,FALSE,12.8,3,Allowed_With_Citation,2,3.291,72.93,Medium
112533,STEM,Senior,3.175,7.09,Summarizing_Reading,Advanced,5,TRUE,NaN,4,Strict_Ban,6,3.862,100,Medium
148197,Business,Freshman,3.814,0.37,Summarizing_Reading,Intermediate,2,TRUE,9.12,2,Allowed_With_Citation,4,4,88.33,High
137454,Medical,Freshman,2.39,12.06,Summarizing_Reading,Intermediate,4,TRUE,15.99,4,Allowed_With_Citation,3,2.689,78.19,High
107724,Business,Sophomore,3.121,NaN,Copywriting/Drafting,Beginner,1,TRUE,6,3,Actively_Encouraged,7,NaN,92.84,Low
141355,Humanities,Freshman,3.339,9.77,Debugging/Troubleshooting,Advanced,4,FALSE,8.72,4,Allowed_With_Citation,5,NaN,67.54,Medium
124129,Business,Sophomore,3.604,0.52,Copywriting/Drafting,Beginner,1,FALSE,12.83,3,Allowed_With_Citation,3,3.856,NaN,Low
110830,Business,Sophomore,3.092,1.94,Ideation,Intermediate,4,TRUE,17.54,2,Allowed_With_Citation,4,3.188,NaN,Low
113385,Humanities,Graduate,2.818,10.08,Copywriting/Drafting,Intermediate,2,TRUE,4.6,4,Strict_Ban,8,2.881,73.76,High
113119,Medical,Sophomore,3.048,1.53,Debugging/Troubleshooting,Intermediate,5,no,13.3,1,NaN,7,3.069,70.59,Low
125273,Humanities,Junior,3.079,0.91,Ideation,Intermediate,2,FALSE,13.12,2,Allowed_With_Citation,5,3.148,NaN,Low
122724,Humanities,Junior,3.259,11.42,Copywriting/Drafting,Beginner,3,FALSE,8.64,5,Strict_Ban,10,3.257,60.44,Medium
117692,STEM,Senior,2.711,NaN,Summarizing_Reading,Advanced,5,TRUE,7.58,4,Allowed_With_Citation,3,2.979,72.15,Medium
110561,NaN,Freshman,3.043,2.04,NaN,Beginner,3,FALSE,NaN,NaN,Allowed_With_Citation,1,2.896,75.55,High
147731,NaN,Freshman,2.348,6.24,Ideation,Intermediate,4,FALSE,NaN,2,Allowed_With_Citation,3,2.686,66.5,Low
102082,NaN,Graduate,3.592,1.67,Debugging/Troubleshooting,Intermediate,1,TRUE,13.94,5,Strict_Ban,3,4,74.34,Low
124178,Arts,Senior,3.85,10.02,Copywriting/Drafting,Beginner,1,FALSE,6.48,6,Actively_Encouraged,6,3.813,70.77,NaN
124881,Business,Senior,2.96,15.34,Direct_Answer_Generation,Advanced,4,TRUE,6.01,4,Actively_Encouraged,6,3.266,84.46,NaN
143407,Humanities,Graduate,2.533,1.47,Copywriting/Drafting,Advanced,4,FALSE,22.95,1,Allowed_With_Citation,5,2.989,73.67,High
101611,Medical,Senior,3.268,4.94,Summarizing_Reading,Advanced,4,FALSE,7.92,2,Allowed_With_Citation,1,3.367,94,Low
139727,Medical,Freshman,2.637,7.69,Direct_Answer_Generation,Intermediate,2,TRUE,1.89,2,Allowed_With_Citation,3,2.745,NaN,High
141585,Humanities,Junior,3.894,3.98,Copywriting/Drafting,Intermediate,5,FALSE,11.71,4,Actively_Encouraged,1,3.962,56.73,NaN
105743,Arts,Graduate,NaN,22.53,Copywriting/Drafting,Intermediate,2,FALSE,6.25,5,Allowed_With_Citation,4,3.708,93.58,NaN
119434,Humanities,Freshman,3.768,9,Copywriting/Drafting,Advanced,3,FALSE,12.12,4,Allowed_With_Citation,4,3.996,80.88,Medium
124262,Humanities,Graduate,3.31,0.88,Copywriting/Drafting,Beginner,1,FALSE,11.17,1,Allowed_With_Citation,7,3.648,82.23,High
129790,Humanities,Sophomore,2.275,3.37,Copywriting/Drafting,Intermediate,4,TRUE,22.27,2,Actively_Encouraged,4,2.743,NaN,Low
110169,Humanities,Sophomore,NaN,3.45,Copywriting/Drafting,Beginner,1,TRUE,9.88,2,Allowed_With_Citation,3,2.147,73.73,Low
134026,NaN,Senior,2.451,0.39,Debugging/Troubleshooting,Intermediate,3,FALSE,NaN,3,Strict_Ban,1,3.061,85.93,NaN
109599,STEM,Sophomore,3.537,0.54,Summarizing_Reading,Intermediate,2,FALSE,NaN,NaN,Allowed_With_Citation,3,NaN,67.17,Low
128627,Business,Sophomore,2.841,1.55,Ideation,Advanced,4,TRUE,8.35,NaN,Allowed_With_Citation,5,3.27,100,NaN
141134,NaN,Sophomore,3.273,4.05,NaN,Beginner,1,FALSE,11.48,4,Strict_Ban,4,3.364,90.94,High
146376,Medical,Graduate,3.214,8.76,NaN,Beginner,2,TRUE,17.18,3,Actively_Encouraged,4,3.517,90.51,High
110036,Humanities,Junior,2.925,0.68,Debugging/Troubleshooting,Beginner,NaN,FALSE,9.09,1,Actively_Encouraged,4,3.085,88.74,Low
143418,Arts,Freshman,3.642,0.64,Copywriting/Drafting,Beginner,1,FALSE,10.98,NaN,Actively_Encouraged,4,3.85,47.85,Low
140365,Medical,Sophomore,3.022,5.73,Summarizing_Reading,Intermediate,3,FALSE,15.59,2,Allowed_With_Citation,6,3.472,67.48,Medium
105668,Arts,Graduate,2.499,0.15,Ideation,Intermediate,4,TRUE,13.25,2,Actively_Encouraged,3,2.709,63.51,Low
130434,STEM,Junior,3.618,7.14,Debugging/Troubleshooting,Beginner,2,FALSE,8.15,4,Allowed_With_Citation,7,3.661,59.56,Medium
126360,Humanities,Freshman,3.259,0.45,NaN,Beginner,3,no,12.54,2,Allowed_With_Citation,2,3.204,72.71,Low
132662,NaN,Senior,2.025,2.19,NaN,Advanced,3,FALSE,10.21,3,Strict_Ban,3,2.274,80.57,Low
142323,Business,Freshman,1.996,10.36,Summarizing_Reading,Advanced,4,TRUE,7.4,5,Actively_Encouraged,6,2.068,95.88,Medium
115726,STEM,Senior,3.81,NaN,Ideation,Intermediate,1,TRUE,21.35,2,Allowed_With_Citation,1,4,74.94,Medium
115364,STEM,Junior,3.41,5.91,Debugging/Troubleshooting,Intermediate,1,FALSE,14.36,3,Strict_Ban,4,3.825,76.82,Medium
145235,STEM,Senior,3.416,10.27,Copywriting/Drafting,Advanced,5,TRUE,8.9,4,Strict_Ban,6,3.473,92.01,Medium
118504,Humanities,Graduate,3.385,2.84,Copywriting/Drafting,Beginner,2,FALSE,11.71,2,Allowed_With_Citation,NaN,3.748,63.52,Medium
149468,NaN,Graduate,3.654,NaN,NaN,Beginner,2,TRUE,NaN,9,Actively_Encouraged,5,3.92,70.34,High
112288,STEM,Junior,1.827,18.12,Direct_Answer_Generation,Advanced,NaN,TRUE,12.55,7,Actively_Encouraged,3,NaN,79.73,High
140468,Business,Sophomore,NaN,4.98,Ideation,Advanced,3,FALSE,1.22,2,Allowed_With_Citation,1,3.088,65.93,Low
122756,NaN,Graduate,3.502,21.67,Ideation,Advanced,5,TRUE,3.51,7,Allowed_With_Citation,2,3.683,72.84,High
145331,STEM,Freshman,NaN,0.86,Direct_Answer_Generation,Intermediate,1,FALSE,7.33,1,Allowed_With_Citation,3,2.632,53.08,Low
127075,STEM,Senior,3.32,9.04,Debugging/Troubleshooting,Intermediate,2,TRUE,1.27,3,Allowed_With_Citation,8,3.52,56.32,Low
141015,Humanities,Graduate,2.898,1.01,NaN,Intermediate,3,TRUE,11.87,3,Allowed_With_Citation,3,3.294,72.84,Low
127179,STEM,Senior,2.978,20.72,Copywriting/Drafting,Beginner,2,TRUE,13.66,5,Allowed_With_Citation,NaN,3.385,91.06,Low
110593,Humanities,Freshman,3.33,3.14,Debugging/Troubleshooting,Advanced,5,FALSE,5.05,3,Actively_Encouraged,5,3.361,66.48,Low
135035,Arts,Graduate,3.283,7.36,Debugging/Troubleshooting,Beginner,1,FALSE,12.27,4,NaN,4,3.515,75.06,Medium
148802,NaN,Graduate,NaN,1.61,Summarizing_Reading,Beginner,3,FALSE,16.44,4,Allowed_With_Citation,4,3.838,85.14,NaN
107004,Arts,Freshman,3.817,6.18,Direct_Answer_Generation,Beginner,2,TRUE,7.74,4,Allowed_With_Citation,2,4,70.18,Low
125859,Medical,Junior,2.836,2.24,Summarizing_Reading,Advanced,3,TRUE,10.18,1,Allowed_With_Citation,4,3.174,81.66,NaN
117957,Humanities,Senior,3.06,13.24,Copywriting/Drafting,Advanced,4,FALSE,12.86,5,Actively_Encouraged,5,3.14,94.28,High
109524,Business,Freshman,3.063,11.95,Copywriting/Drafting,Advanced,3,FALSE,22.04,NaN,Actively_Encouraged,NaN,3.21,NaN,Low
115310,STEM,Freshman,2.757,4.93,Debugging/Troubleshooting,Intermediate,2,FALSE,9.59,2,Allowed_With_Citation,5,2.97,80.46,Medium
113273,STEM,Sophomore,3.503,0.05,Debugging/Troubleshooting,Advanced,5,FALSE,8.46,3,Allowed_With_Citation,7,3.991,87.03,Medium
129351,Business,Sophomore,3.307,8.21,Copywriting/Drafting,Beginner,1,TRUE,15.27,3,Allowed_With_Citation,1,3.498,76.31,Low
106200,STEM,Graduate,NaN,NaN,Debugging/Troubleshooting,Beginner,3,TRUE,9.3,4,Actively_Encouraged,3,2.736,81.45,High
124741,STEM,Freshman,2.27,4.72,Ideation,Intermediate,4,FALSE,3.44,1,Allowed_With_Citation,1,2.087,85.95,Low
117857,Business,Junior,-1.976,6.37,Direct_Answer_Generation,Beginner,2,FALSE,16.97,2,Allowed_With_Citation,2,4,75.39,Medium
147685,STEM,Sophomore,3.458,NaN,Direct_Answer_Generation,Advanced,4,TRUE,10.62,6,Allowed_With_Citation,6,3.284,100,High
117665,Business,Senior,NaN,5,Copywriting/Drafting,Intermediate,3,TRUE,22.22,2,Actively_Encouraged,3,3.275,92.11,Low
138003,Humanities,Senior,3.076,1.78,Debugging/Troubleshooting,Advanced,5,FALSE,15.24,4,Allowed_With_Citation,NaN,unknown,98.43,Low
109731,STEM,Junior,2.348,3.14,Direct_Answer_Generation,Advanced,3,FALSE,26.06,4,Allowed_With_Citation,2,3.09,79.68,Low
120597,Humanities,Graduate,3.362,19.78,Copywriting/Drafting,Beginner,2,TRUE,14.47,4,Actively_Encouraged,4,3.59,59.33,Medium
112488,STEM,Junior,NaN,NaN,NaN,Intermediate,4,TRUE,12.1,1,Actively_Encouraged,5,2.933,64.99,Medium
142660,STEM,Senior,2.486,4.77,Copywriting/Drafting,Intermediate,1,FALSE,6.6,3,NaN,5,3.07,73.43,Low
120768,Arts,Sophomore,2.945,0.33,Summarizing_Reading,Advanced,3,FALSE,15.05,4,Actively_Encouraged,4,NaN,80.7,Medium
145500,Business,Junior,3.059,7.17,Ideation,Intermediate,3,FALSE,6.95,3,Allowed_With_Citation,7,3.338,67.83,Medium
113014,STEM,Junior,3.09,1.24,Copywriting/Drafting,Intermediate,2,FALSE,15.04,4,Allowed_With_Citation,6,3.234,85.13,Medium
111011,Business,Junior,2.926,0.06,Summarizing_Reading,Beginner,1,TRUE,NaN,NaN,Actively_Encouraged,2,3.043,44.33,Low
111199,NaN,Freshman,NaN,4.7,Copywriting/Drafting,Beginner,1,TRUE,19.72,1,Actively_Encouraged,4,3.446,69.24,NaN
127228,STEM,Junior,3.645,NaN,Copywriting/Drafting,Advanced,4,FALSE,21.36,2,Strict_Ban,4,3.865,92.26,Low
107259,Business,Junior,3.864,4.45,Debugging/Troubleshooting,Beginner,2,TRUE,11.05,6,Actively_Encouraged,5,4,55.33,Low
123306,Humanities,Junior,3.175,1.91,Direct_Answer_Generation,Intermediate,2,FALSE,11.57,3,Actively_Encouraged,5,3.252,80.72,Low
117221,NaN,Freshman,3.253,26.99,Ideation,Beginner,2,TRUE,7.4,9,Allowed_With_Citation,6,3.368,58.81,High
107687,Business,Junior,3.302,NaN,Summarizing_Reading,Beginner,NaN,TRUE,13.98,1,Actively_Encouraged,7,NaN,73.29,Low
139553,STEM,Senior,2.282,6.73,Direct_Answer_Generation,Intermediate,3,TRUE,6.79,4,Allowed_With_Citation,2,2.341,74.84,NaN
139679,Humanities,Graduate,3.294,2.93,NaN,Beginner,1,TRUE,15.91,4,Allowed_With_Citation,1,3.825,90.05,Low
101298,STEM,Freshman,3.577,0.82,Debugging/Troubleshooting,Advanced,5,FALSE,12.59,1,Actively_Encouraged,8,3.963,NaN,Low
122002,STEM,Graduate,3.102,12.8,Debugging/Troubleshooting,Advanced,NaN,TRUE,4.49,6,Allowed_With_Citation,5,3.53,94.94,High
142852,STEM,Junior,2.623,5.69,Ideation,Intermediate,5,FALSE,NaN,5,Allowed_With_Citation,8,2.973,79.34,Low
114919,Business,Junior,2.944,0.39,Ideation,Advanced,4,FALSE,6.85,2,Actively_Encouraged,2,NaN,73.3,High
134386,STEM,Junior,2.745,11.76,Summarizing_Reading,Intermediate,4,TRUE,11.48,5,Strict_Ban,10,2.854,75.28,High
129001,STEM,Sophomore,NaN,7.65,Summarizing_Reading,Beginner,3,FALSE,13.7,5,Allowed_With_Citation,3,3.116,51,Medium
100564,STEM,Sophomore,2.758,9.96,NaN,Advanced,3,TRUE,10.82,3,Allowed_With_Citation,3,3.341,78.94,High
126977,Business,Freshman,3.29,26.64,Direct_Answer_Generation,Intermediate,3,TRUE,6.99,5,Allowed_With_Citation,NaN,2.641,63.13,Medium
117934,STEM,Graduate,3.234,4.68,Debugging/Troubleshooting,Intermediate,3,FALSE,14.39,4,Allowed_With_Citation,4,3.537,76.28,Medium
137614,STEM,Graduate,3.672,6.83,Direct_Answer_Generation,Intermediate,2,TRUE,22.71,5,Actively_Encouraged,8,3.891,NaN,Medium
112157,STEM,Junior,3.435,11.75,Debugging/Troubleshooting,Advanced,4,TRUE,2.31,5,Actively_Encouraged,7,3.841,93.64,NaN
128052,Humanities,Sophomore,3.087,6.83,Debugging/Troubleshooting,Intermediate,2,FALSE,9.3,4,NaN,5,NaN,72.21,Medium
111234,Business,Graduate,2.531,14.37,Ideation,Intermediate,2,TRUE,9.05,3,Allowed_With_Citation,5,2.548,73.82,High
138864,STEM,Junior,2.863,40,NaN,Intermediate,3,TRUE,12.85,7,Allowed_With_Citation,4,3.3,100,High
101098,STEM,Freshman,3.831,7.43,Copywriting/Drafting,Advanced,3,FALSE,14.44,3,Actively_Encouraged,1,NaN,84.91,Medium
101248,STEM,Senior,2.234,34.11,Debugging/Troubleshooting,Beginner,1,FALSE,13.41,5,Actively_Encouraged,3,2.629,81.65,High
124560,Humanities,Senior,1.969,0.67,Debugging/Troubleshooting,Intermediate,3,FALSE,16.04,1,Allowed_With_Citation,2,2.516,76.39,Low
115786,Humanities,Senior,3.532,10.86,Summarizing_Reading,Beginner,1,FALSE,6.21,4,Allowed_With_Citation,1,3.779,84.83,High
135391,Medical,Freshman,2.999,7.43,Summarizing_Reading,Beginner,3,FALSE,5.24,3,Strict_Ban,3,3.109,74.54,Low
116274,Business,Freshman,2.675,16.12,Copywriting/Drafting,Advanced,3,FALSE,13.8,7,Allowed_With_Citation,5,2.901,77.45,Medium
109009,Humanities,Junior,3.153,2.75,Debugging/Troubleshooting,Intermediate,2,FALSE,17.16,2,Allowed_With_Citation,4,3.384,77.82,Low
138509,STEM,Freshman,2.825,1.33,Debugging/Troubleshooting,Intermediate,2,FALSE,20.85,3,Actively_Encouraged,3,2.982,78.5,Low
103609,Medical,Sophomore,2.154,22.88,Summarizing_Reading,Advanced,5,TRUE,NaN,6,Strict_Ban,4,2.112,67.24,High
113793,Business,Senior,3.784,NaN,Ideation,Advanced,5,FALSE,6.05,6,NaN,1,3.795,NaN,Medium
128839,Business,Freshman,3.408,5.12,Debugging/Troubleshooting,Advanced,4,TRUE,16.73,2,Actively_Encouraged,1,NaN,77.76,Low
131987,Medical,Senior,2.966,35.17,Debugging/Troubleshooting,Intermediate,1,TRUE,NaN,10,Allowed_With_Citation,6,3.012,68.27,Medium
119368,STEM,Junior,3.164,18.52,Debugging/Troubleshooting,Intermediate,5,TRUE,7.98,NaN,Allowed_With_Citation,7,3.278,NaN,High
143048,Medical,Graduate,3.348,1.74,Debugging/Troubleshooting,Intermediate,1,FALSE,9.29,2,Actively_Encouraged,2,3.445,80.59,Low
143660,Humanities,Freshman,2.823,0.84,Ideation,Beginner,2,FALSE,15.11,NaN,Strict_Ban,4,3.139,73.46,Medium
111113,STEM,Senior,3.75,9.53,Ideation,Intermediate,5,FALSE,NaN,2,Actively_Encouraged,3,4,76.43,Medium
114785,Humanities,Freshman,3.194,5.11,Copywriting/Drafting,Advanced,3,FALSE,21.39,NaN,Allowed_With_Citation,6,3.53,86.51,Low
139508,Arts,Freshman,3.017,3.06,Debugging/Troubleshooting,Beginner,2,FALSE,NaN,1,Strict_Ban,1,2.998,71.96,Medium
109144,Business,Senior,3.278,7.03,Debugging/Troubleshooting,Advanced,3,FALSE,14.8,3,Actively_Encouraged,4,3.93,77.22,Low
139646,Business,Freshman,2.82,3.51,Direct_Answer_Generation,Advanced,4,FALSE,11.01,4,Strict_Ban,5,2.907,100,Low
118696,Humanities,Sophomore,3.858,6.28,Debugging/Troubleshooting,Beginner,2,FALSE,18.28,3,NaN,2,4,84.11,NaN
126448,STEM,Senior,3.637,18.3,Debugging/Troubleshooting,Advanced,3,FALSE,3.05,5,Allowed_With_Citation,6,3.966,82.85,High
107808,Arts,Junior,NaN,17.21,Copywriting/Drafting,Intermediate,4,FALSE,NaN,NaN,Allowed_With_Citation,5,3.862,79.38,Low
128050,Business,Senior,2.872,0.73,Ideation,Beginner,2,TRUE,6.87,2,Strict_Ban,1,2.921,60.28,Medium
127674,Business,Freshman,3.616,5.07,Ideation,Beginner,3,FALSE,NaN,2,NaN,3,3.624,71.66,Low
116888,Business,Junior,3.085,0.44,Debugging/Troubleshooting,Beginner,1,FALSE,13.75,4,NaN,5,3.336,80.82,Low
133264,NaN,Sophomore,3.057,NaN,Copywriting/Drafting,Intermediate,2,FALSE,13.55,1,Actively_Encouraged,NaN,3.151,59.91,Medium
141824,Medical,Senior,3.84,9.67,Debugging/Troubleshooting,Intermediate,1,TRUE,6.88,4,Allowed_With_Citation,2,4,79.63,High
125890,Humanities,Freshman,3.048,6.07,Ideation,Advanced,4,TRUE,6.22,2,NaN,4,3.2,78.01,Low
135227,Medical,Freshman,3.597,13.75,Summarizing_Reading,Advanced,5,FALSE,8.8,4,Allowed_With_Citation,7,3.605,77.55,Low
140968,Business,Sophomore,-1.998,5.19,Summarizing_Reading,Beginner,3,TRUE,12.41,4,Allowed_With_Citation,7,4,70.76,Low
143812,Humanities,Senior,3.666,6.42,Debugging/Troubleshooting,Beginner,3,FALSE,9.63,2,Allowed_With_Citation,2,3.957,70.95,Low
137663,Business,Graduate,2.513,1.23,NaN,Advanced,4,TRUE,13.8,3,Allowed_With_Citation,4,2.744,84.27,Medium
101816,NaN,Graduate,3.156,78.8,Copywriting/Drafting,Advanced,3,FALSE,9.57,3,Allowed_With_Citation,3,3.456,69.61,Low
137898,Business,Graduate,2.83,6.94,Copywriting/Drafting,Intermediate,1,TRUE,4.29,2,Actively_Encouraged,4,3.176,80.02,NaN
141135,Medical,Junior,2.878,NaN,Debugging/Troubleshooting,Intermediate,3,FALSE,19.61,4,Allowed_With_Citation,6,3.391,67.39,Low
113360,STEM,Freshman,3.793,2.63,Debugging/Troubleshooting,Intermediate,5,TRUE,12.38,4,Allowed_With_Citation,6,4,62.06,High
142860,Business,Graduate,3.069,9.69,Summarizing_Reading,Advanced,4,TRUE,NaN,1,Allowed_With_Citation,1,3.287,100,Low
100767,Arts,Junior,2.921,4.95,Copywriting/Drafting,Intermediate,2,TRUE,13.39,3,Allowed_With_Citation,2,2.964,72.08,Medium
146721,Humanities,Junior,3.762,0.16,Debugging/Troubleshooting,Advanced,3,TRUE,10.04,2,Allowed_With_Citation,2,4,96.74,Low
146454,Arts,Sophomore,3.113,0.64,NaN,Beginner,2,FALSE,13.44,3,Actively_Encouraged,3,3.652,90.92,Medium
108082,STEM,Graduate,2.076,4.17,Debugging/Troubleshooting,Advanced,NaN,TRUE,16.1,2,Allowed_With_Citation,4,2.689,76.67,NaN
143092,Humanities,Junior,2.595,11.13,Direct_Answer_Generation,Advanced,3,TRUE,9.63,3,Allowed_With_Citation,8,3.189,95.95,Low
128876,Business,Junior,3.523,8.65,Ideation,Intermediate,3,TRUE,10.26,NaN,Allowed_With_Citation,5,3.733,54.08,Medium
125724,NaN,Senior,3.624,12.42,Summarizing_Reading,Beginner,2,TRUE,16.43,5,Actively_Encouraged,5,3.954,63.57,Medium
130624,STEM,Junior,2.193,0.71,Debugging/Troubleshooting,Advanced,3,FALSE,11.71,4,Allowed_With_Citation,3,2.471,87.61,Medium
113773,Arts,Freshman,2.876,3.63,Direct_Answer_Generation,Beginner,1,FALSE,13.75,3,NaN,4,3.053,87.09,Medium
129065,Humanities,Freshman,3.47,8.96,Ideation,Beginner,2,FALSE,5.6,2,Actively_Encouraged,2,NaN,NaN,Low
145339,Humanities,Junior,2.883,3.87,Copywriting/Drafting,Intermediate,4,FALSE,9.88,2,Actively_Encouraged,4,3.138,NaN,Low
120458,Business,Junior,NaN,NaN,Copywriting/Drafting,Intermediate,5,TRUE,7.25,1,Strict_Ban,3,2.77,79.07,Medium
112830,STEM,Junior,2.889,1.15,NaN,Advanced,3,FALSE,13.4,1,Actively_Encouraged,1,3.256,69.75,Low
126478,Medical,Freshman,3.42,NaN,Ideation,Intermediate,3,TRUE,14.52,1,NaN,2,3.401,68.08,Low
142998,Humanities,Graduate,3.161,6.74,Ideation,Advanced,3,FALSE,15.46,NaN,Allowed_With_Citation,5,3.611,100,Low
141883,STEM,Senior,3.631,0.42,Copywriting/Drafting,Beginner,1,FALSE,13.2,2,Actively_Encouraged,NaN,3.641,100,High
131208,NaN,Senior,NaN,15.18,Debugging/Troubleshooting,Beginner,2,yes,10.92,3,Actively_Encouraged,1,3.294,87.25,Medium
107267,STEM,Sophomore,3.729,6.5,NaN,Advanced,NaN,TRUE,6.68,2,Allowed_With_Citation,6,4,NaN,Low
132341,Medical,Freshman,3.385,0.43,NaN,Intermediate,1,TRUE,NaN,3,Strict_Ban,3,3.272,72.48,Medium
148885,Business,Sophomore,2.781,4.03,Ideation,Advanced,5,FALSE,11.62,1,Strict_Ban,5,3.101,85.18,Medium
139446,Arts,Junior,3.356,0.79,Summarizing_Reading,Beginner,2,FALSE,8.71,1,NaN,6,3.566,66.49,Low
136392,STEM,Sophomore,3.702,4.23,NaN,Beginner,2,TRUE,18.59,5,Strict_Ban,3,3.804,NaN,NaN
108806,Arts,Senior,2.719,4.32,Copywriting/Drafting,Intermediate,4,TRUE,13.35,4,Allowed_With_Citation,2,2.962,60.29,Medium
123078,Business,Junior,NaN,13.14,Direct_Answer_Generation,Intermediate,2,TRUE,1,3,Allowed_With_Citation,4,NaN,NaN,Medium
147840,NaN,Junior,2.081,3.39,Copywriting/Drafting,Intermediate,2,TRUE,15,1,Strict_Ban,2,2.703,65.64,Low
127675,Medical,Graduate,3.586,3.35,Debugging/Troubleshooting,Beginner,2,TRUE,13.97,NaN,Allowed_With_Citation,4,3.955,59.45,Medium
143774,Humanities,Sophomore,3.088,8.04,Direct_Answer_Generation,Beginner,2,FALSE,18.21,3,Allowed_With_Citation,2,3.272,54.24,Medium
143360,Humanities,Sophomore,3.458,0.6,Copywriting/Drafting,Intermediate,5,FALSE,12.25,5,Actively_Encouraged,1,3.68,NaN,Low
147379,STEM,Sophomore,3.869,32.1,Copywriting/Drafting,Advanced,3,FALSE,4.47,7,Allowed_With_Citation,2,4,81.67,High
102745,Business,Freshman,3.529,0.02,Ideation,Intermediate,4,FALSE,NaN,2,Allowed_With_Citation,2,3.856,93,Low
121003,Arts,Graduate,3.593,5.9,Copywriting/Drafting,Advanced,3,TRUE,14.31,NaN,Allowed_With_Citation,NaN,4,82.19,NaN
145858,Humanities,Junior,3.216,28.83,Copywriting/Drafting,Advanced,4,TRUE,12.86,5,Allowed_With_Citation,6,3.446,81.44,High
144484,Arts,Freshman,2.819,2.74,Debugging/Troubleshooting,Intermediate,1,TRUE,8.82,3,Strict_Ban,4,2.78,81.23,Low
127260,Humanities,Senior,3.198,3.49,Copywriting/Drafting,Advanced,5,FALSE,12.29,2,Actively_Encouraged,5,3.365,73.95,High
116270,Humanities,Junior,2.147,7.16,Ideation,Beginner,2,TRUE,12.88,1,Allowed_With_Citation,5,2.604,75.44,Low
139739,Business,Junior,3.118,0.79,Direct_Answer_Generation,Intermediate,2,TRUE,14.07,1,Allowed_With_Citation,1,3.477,73.89,Low
131357,STEM,Senior,3.564,4.81,Debugging/Troubleshooting,Beginner,3,TRUE,10.17,3,Allowed_With_Citation,NaN,3.642,97.3,Low
116584,NaN,Freshman,2.74,5.37,Ideation,Beginner,2,TRUE,15.5,2,Strict_Ban,2,3.102,61.57,Medium
135216,Medical,Freshman,NaN,3.35,Summarizing_Reading,Intermediate,2,FALSE,2.53,3,Allowed_With_Citation,4,2.578,75.22,NaN
129137,Arts,Freshman,3.813,5.57,Debugging/Troubleshooting,Intermediate,4,TRUE,8.71,1,Strict_Ban,2,3.997,68.94,Low
144757,STEM,Graduate,3.7,11.15,Debugging/Troubleshooting,Beginner,3,TRUE,11.46,3,Actively_Encouraged,4,3.865,70.04,High
102099,NaN,Graduate,3.744,3.17,Direct_Answer_Generation,Beginner,1,FALSE,15.72,5,NaN,4,4,50.06,NaN
141633,STEM,Senior,3.753,14.58,Debugging/Troubleshooting,Beginner,2,FALSE,3.77,5,Allowed_With_Citation,9,3.895,91.13,High
102335,STEM,Freshman,3.815,7.81,Debugging/Troubleshooting,Intermediate,1,FALSE,7.13,5,Allowed_With_Citation,3,3.852,72.35,Low
147814,Medical,Junior,3.356,102.37,Direct_Answer_Generation,Advanced,5,FALSE,20.99,3,Allowed_With_Citation,1,3.878,83.95,Low
107488,Medical,Freshman,3.435,9.03,Summarizing_Reading,Intermediate,3,FALSE,1.75,NaN,Strict_Ban,2,3.265,78.66,Low
108058,STEM,Freshman,3.52,14.13,Debugging/Troubleshooting,Intermediate,1,FALSE,8.53,4,Allowed_With_Citation,3,3.552,89.26,Medium
110982,Business,Graduate,NaN,30.12,Summarizing_Reading,Beginner,3,TRUE,NaN,7,Allowed_With_Citation,3,3.715,68.24,High
